Term,29c23697-0a63-493b-9ced-500612046e42,41ee531a-8d45-4067-8c0a-58e50eac58e7,5a739736-7a03-431e-8536-248d5f5eb218,4e4b68e7-e9f8-406a-b477-297d781fa67d,910bab8a-7927-4b42-9b62-b709ea0b7823,cd8531c9-894e-4e9d-bbc9-8471b99c11e3,a57303f3-c5ef-4418-ba3f-fde8e1596e03,8aa78510-515b-489f-9ecb-89e100f370d1,eed2c0ed-ca64-4bf3-b811-2c277b39e82b,33497299-202e-4799-bc63-a3bcf11c4c2a,
’tis,0,1,0,0,1,1,1,1,1,1,
defeated,1,0,0,0,0,0,0,0,1,0,
trey,0,0,0,0,0,0,0,1,0,0,
visage,1,0,0,0,1,1,1,1,1,1,
replace,1,1,1,1,1,1,1,1,1,1,
cornwall’s,0,0,0,0,0,0,0,1,0,0,
pabble,0,0,0,0,0,0,0,0,1,0,
stomach,0,0,1,1,1,0,0,1,1,1,
appointment,0,0,0,1,1,0,0,0,0,0,
sadeyed,0,0,0,0,0,0,0,0,1,0,
irascible,1,0,0,0,0,0,0,0,0,0,
sir—has,0,0,0,0,0,0,1,0,0,0,
sobs,0,1,0,0,0,0,0,0,0,0,
prescribe,1,0,0,0,0,0,0,1,0,0,
gravest,1,0,0,0,0,0,0,0,0,0,
group,1,1,1,1,1,1,1,1,1,1,
humphrey,0,1,0,0,0,0,0,0,0,0,
imports,1,0,0,0,0,0,0,1,0,1,
bonfirelight,0,0,0,1,0,0,0,0,0,0,
gross,1,1,1,1,1,1,1,1,1,1,
porch,0,0,0,0,0,0,1,0,0,0,
tree,0,1,0,1,0,1,0,1,0,1,
capells,0,0,1,0,0,0,0,0,0,0,
bereave,0,0,0,0,1,0,0,0,0,0,
worthiness,0,0,0,0,0,0,1,0,1,1,
steel—you,0,0,0,0,1,0,0,0,0,0,
eclipse,0,0,0,0,0,0,0,0,0,1,
traveler’s,0,0,0,0,0,0,0,0,0,1,
thwarted,0,0,1,0,0,1,0,0,0,0,
sailors,1,0,0,0,0,0,0,0,0,0,
distrust,1,0,0,0,1,0,0,0,0,0,
hurts,0,0,0,0,1,0,1,1,0,1,
unbind,0,0,0,0,0,0,0,1,0,0,
soar,0,0,0,0,0,1,0,0,1,0,
stratagems,0,1,0,0,0,1,0,0,0,0,
managing,0,0,0,0,0,0,0,0,1,0,
sustain,1,0,0,0,1,0,0,1,0,1,
thrusting,0,0,0,0,0,0,0,1,0,0,
hebenon110,1,0,0,0,0,0,0,0,0,0,
howard,1,0,0,0,0,0,0,0,0,0,
their,1,1,1,1,1,1,1,1,1,1,
liquor16,1,0,0,0,0,0,0,0,0,0,
fuller,0,0,0,0,0,0,0,0,0,1,
weepest,0,0,1,0,0,0,0,0,0,0,
worships,0,0,0,0,0,0,1,1,0,0,
general,1,1,1,1,1,1,1,1,1,1,
september,0,0,0,0,0,0,0,0,1,0,
embowelled,0,1,0,0,0,0,0,0,0,0,
forerun,0,0,0,0,0,1,0,0,0,0,
uphold,0,0,0,1,0,0,0,0,0,0,
embracements,0,1,0,0,0,0,1,0,0,0,
delver,1,0,0,0,0,0,0,0,0,0,
ungovern’d,0,0,0,0,0,0,0,1,0,0,
applying,0,0,0,0,1,0,0,0,0,0,
process,1,1,0,0,0,0,1,0,0,1,
unmeriting,0,0,0,0,0,0,1,0,0,0,
philosopher,0,0,0,0,0,0,0,1,0,0,
feverous,0,0,0,0,0,0,1,0,0,0,
retourné,0,0,0,0,0,0,0,0,1,0,
unfold2,1,0,0,0,0,0,0,0,0,0,
again—,0,0,0,0,0,1,0,0,0,0,
proportion’d,0,0,0,0,0,1,0,0,0,0,
glad,1,1,1,1,1,1,1,1,1,1,
unclog,0,0,0,0,0,0,1,0,0,0,
andwould,1,0,0,0,0,0,0,0,0,0,
hurry,0,0,0,0,0,1,1,0,0,0,
sometime,1,0,0,0,1,1,1,1,0,0,
easiness,1,0,0,0,0,0,0,0,0,0,
measureless,0,0,0,0,0,0,1,0,0,0,
nighttripping,0,0,0,1,0,0,0,0,0,0,
wagered,1,0,0,0,1,0,0,0,0,0,
ventidius,0,0,0,0,1,0,0,0,0,0,
stabbing,0,0,0,0,0,0,0,0,0,1,
brainsick,1,0,0,0,0,0,0,0,0,0,
traitor,0,1,1,1,0,1,1,1,1,0,
royally,0,0,0,0,0,0,0,0,1,0,
trim,0,0,0,1,1,1,1,0,1,0,
vaulted,0,0,0,1,0,0,0,0,0,0,
insteeped,0,0,0,0,0,0,0,0,1,0,
thricerenowned,0,1,0,0,0,0,0,0,0,0,
dishonoured,0,1,0,0,0,0,1,0,0,0,
goatish,0,0,0,0,0,0,0,1,0,0,
jump,1,0,0,0,1,0,1,0,0,1,
soft,1,1,0,1,1,1,1,1,1,1,
nilus’,0,0,0,0,1,0,0,0,0,0,
amble,1,0,0,0,0,0,0,0,0,0,
corruptible,0,0,0,0,0,0,0,0,1,0,
sixpence,0,0,0,1,0,0,0,0,0,1,
venture,0,0,1,1,0,0,1,1,1,1,
tak’st,0,1,0,0,0,0,0,0,0,0,
unaneld,1,0,0,0,0,0,0,0,0,0,
meditated,1,0,0,0,0,0,0,0,0,0,
discern,0,0,0,0,0,1,0,0,0,1,
fam’d,0,0,0,0,0,0,0,0,1,0,
turn’d,0,0,0,0,0,1,0,1,1,1,
warred,0,0,0,0,1,0,0,0,0,0,
weep’st,0,0,0,0,0,1,1,0,0,1,
stinking,0,0,0,1,0,0,1,1,0,0,
quartered,0,1,0,0,1,0,1,0,0,0,
wisely,1,0,0,1,0,1,0,0,0,1,
fico,0,0,0,0,0,0,0,0,1,0,
kneeled,0,1,0,0,1,0,1,0,0,0,
friends—come,0,0,0,0,0,0,1,0,0,0,
gaingiving,1,0,0,0,0,0,0,0,0,0,
soil,0,1,0,1,0,0,0,0,0,0,
trusting,0,0,1,0,1,0,0,0,1,0,
honourable,1,1,1,1,1,1,1,1,1,1,
fordone,0,0,0,0,0,0,0,1,0,0,
reprehend,0,1,0,0,0,0,0,0,0,0,
mantles,0,0,0,0,1,0,0,0,0,0,
alabaster,0,1,0,0,0,0,0,0,0,1,
maggots,1,0,0,0,0,0,0,0,0,0,
haunts,0,0,0,1,0,0,0,1,1,1,
peter,0,0,0,0,0,1,0,0,0,1,
spark,0,0,0,0,0,0,0,1,1,0,
soho,0,0,1,0,0,0,0,0,0,0,
hearing,1,1,1,1,1,1,1,1,1,0,
wedding,1,0,0,0,0,1,0,0,0,1,
passio,0,0,0,0,0,0,0,1,0,0,
feigned,0,1,0,0,0,0,0,0,0,0,
outscorn,0,0,0,0,0,0,0,1,0,0,
spard,0,0,0,1,0,0,0,0,0,0,
enrolled,0,0,0,0,0,0,1,0,0,0,
spare,0,1,0,0,0,1,1,1,1,1,
drains,1,0,0,0,0,0,0,0,0,0,
superfluously,0,0,0,0,0,0,0,0,1,0,
thursday,0,0,0,1,0,1,0,0,0,0,
thricegorgeous,0,0,0,0,0,0,0,0,1,0,
kitchens,0,0,0,0,0,0,0,0,0,1,
atonement,0,1,0,0,0,0,0,0,0,0,
traps,0,0,0,0,0,0,0,0,1,0,
katherine,0,0,0,0,0,0,0,0,1,0,
june,0,1,0,1,1,1,0,1,0,0,
acerb,0,0,0,0,0,0,0,0,0,1,
showed”,0,0,0,0,0,0,1,0,0,0,
monstered,0,0,0,0,0,0,1,0,0,0,
strongwinged,0,0,0,0,1,0,0,0,0,0,
juno,0,0,0,0,1,0,1,1,0,0,
represent,1,0,0,0,0,0,0,0,0,0,
“ever”,0,1,0,0,0,0,0,0,0,0,
“deny,0,0,0,0,0,0,1,0,0,0,
it27,1,0,0,0,0,0,0,0,0,0,
there—ah,0,0,0,0,1,0,0,0,0,0,
lord—light,0,0,0,0,0,1,0,0,0,0,
accountant,0,0,0,0,0,0,0,0,0,1,
seald,1,0,0,0,0,0,0,0,0,0,
inclined,0,0,0,0,0,0,1,0,0,0,
divulgation,1,0,0,0,0,0,0,0,0,0,
glib,0,0,0,0,0,0,0,1,0,0,
hold,1,1,1,1,1,1,1,1,1,1,
jure,0,0,0,1,0,0,0,0,0,0,
alladmiring,0,0,0,0,0,0,0,0,1,0,
trail,1,0,0,0,1,0,1,0,0,0,
restrain’d,0,0,0,0,0,0,0,1,0,0,
advantage—,0,0,0,0,0,0,0,0,0,1,
seals,0,0,0,0,0,0,0,0,1,1,
offence3,1,0,0,0,0,0,0,0,0,0,
chambermaids,0,0,0,0,0,1,0,1,0,0,
purgatory,0,0,0,0,0,1,0,0,0,1,
pastoricalcomical,1,0,0,0,0,0,0,0,0,0,
firstsee,1,0,0,0,0,0,0,0,0,0,
serviceable,0,0,1,0,0,0,0,1,0,0,
newsmongers,0,0,0,1,0,0,0,0,0,0,
n’est,0,0,0,0,0,0,0,0,1,0,
sheeted,1,0,0,0,0,0,0,0,0,0,
it23,1,0,0,0,0,0,0,0,0,0,
train,1,1,1,1,1,0,0,1,1,0,
mantled,0,0,0,0,0,0,1,0,0,0,
e’er,0,1,0,0,1,1,1,1,0,1,
2001,1,1,1,1,1,1,1,1,1,1,
creep,0,0,1,1,0,0,0,0,0,0,
scholar,0,0,0,0,1,0,0,0,1,1,
gutenberg”,1,1,1,1,1,1,1,1,1,1,
granting,0,0,1,0,0,0,0,0,0,0,
preeminence,0,0,0,0,0,0,0,1,0,0,
untangled,0,0,0,0,0,1,0,0,0,0,
immediate,1,1,1,1,1,1,1,1,1,1,
archivecanadian,0,0,1,0,0,0,0,0,0,0,
caveto,0,0,0,0,0,0,0,0,1,0,
beneficial,0,0,0,0,0,0,0,0,0,1,
seamy,0,0,0,0,0,0,0,0,0,1,
sugared,0,1,0,0,0,0,0,0,0,0,
inclines,0,0,0,0,1,0,0,0,0,0,
blessed—any,0,0,0,0,0,0,0,0,1,0,
it15,1,0,0,0,0,0,0,0,0,0,
dictionaries,1,0,0,0,0,0,0,0,0,0,
figs,0,0,0,0,1,0,0,0,0,0,
hinge,0,0,0,0,0,0,0,0,0,1,
some,1,1,1,1,1,1,1,1,1,1,
slanders,1,1,0,1,0,0,0,1,1,0,
landlord,0,0,0,0,1,0,0,0,0,0,
purchasing,0,0,0,0,0,0,1,0,0,0,
forbids,0,1,0,0,0,0,0,0,1,0,
session,0,0,0,0,0,0,0,1,0,1,
additional,1,1,1,1,1,1,1,1,1,1,
starveth,0,0,0,0,0,1,0,0,0,0,
lequel,0,0,0,0,0,0,0,0,1,0,
berries,0,0,0,0,0,0,0,0,1,0,
drew’st,0,1,0,0,0,0,0,0,0,0,
trow,0,0,0,0,0,1,0,0,0,0,
2009,1,0,0,0,0,0,0,0,0,0,
tidings,0,1,0,1,1,1,1,0,0,1,
2007,0,0,1,0,0,0,0,0,0,0,
petit,0,0,0,0,0,0,0,0,1,0,
passes,1,0,0,0,0,0,1,0,1,0,
parleyed,1,0,0,0,0,0,0,0,0,0,
trot,0,0,0,0,0,0,0,1,1,0,
sir—my,0,0,0,0,1,0,0,0,0,0,
offences,1,0,0,1,0,0,1,1,1,0,
angellike,0,0,1,0,0,0,0,0,0,0,
homo,0,0,0,1,0,0,0,0,0,0,
see137,1,0,0,0,0,0,0,0,0,0,
passed,0,1,0,0,0,0,1,0,1,0,
glutted,0,0,0,1,0,0,0,0,0,0,
just,1,1,0,1,1,1,0,1,1,1,
owner,1,1,1,1,1,1,1,1,1,1,
sole,1,1,1,0,1,1,1,0,1,0,
sold,0,0,0,0,1,1,1,0,1,1,
tremblingly,0,0,0,0,1,0,0,0,0,0,
midnight,1,1,0,1,1,0,1,0,1,1,
jury,1,0,0,0,0,0,0,0,0,0,
holy,1,1,1,1,1,1,1,1,1,1,
trod,0,0,0,0,0,0,0,0,1,0,
affiance,0,0,0,0,0,0,0,0,1,0,
remembering,0,0,1,0,0,1,0,0,0,0,
2023,0,1,0,0,1,1,1,1,1,1,
trop,0,0,0,0,0,0,0,0,1,0,
2021,1,0,0,0,0,0,0,0,0,0,
reflex,0,0,0,0,0,1,0,0,0,0,
sirpronounce,1,0,0,0,0,0,0,0,0,0,
fife,0,0,0,1,0,0,0,0,0,1,
home,1,1,1,1,1,1,1,1,1,1,
reapers,0,0,0,0,1,0,0,0,0,0,
hole,1,1,1,1,0,1,0,0,1,0,
2019,0,0,0,1,0,0,0,0,0,0,
material,1,0,0,1,0,0,0,1,0,0,
curls122,1,0,0,0,0,0,0,0,0,0,
marching,0,1,0,1,1,0,1,1,1,0,
sensuality,0,0,0,0,0,0,0,0,0,1,
iron,1,0,0,1,1,1,1,0,1,0,
holp,0,1,0,1,0,1,1,1,0,0,
rites,1,1,0,1,0,1,0,0,1,1,
arguing,0,0,0,0,0,0,1,0,0,0,
answers,1,0,1,1,1,0,0,1,1,0,
royalty,1,1,1,1,1,1,1,1,1,1,
hopd,1,0,0,0,0,0,0,0,0,0,
hope,1,1,1,1,1,1,1,1,1,1,
paragraphs,1,1,1,1,1,1,1,1,1,1,
rogues,0,0,0,1,0,0,1,1,0,0,
approacheth,0,0,1,0,0,0,0,0,0,0,
soon,0,1,1,1,1,1,1,1,1,1,
sinew,0,0,0,1,0,0,0,0,0,0,
traducement,0,0,0,0,0,0,1,0,0,0,
fleshment,0,0,0,0,0,0,0,1,0,0,
tables,1,0,0,0,0,1,0,0,0,0,
hook,0,0,0,1,1,0,0,0,0,0,
sons,0,1,1,1,1,0,1,1,1,0,
wannd64,1,0,0,0,0,0,0,0,0,0,
sont,0,0,0,0,0,0,0,0,1,0,
hoop,0,0,0,0,1,0,0,0,0,0,
husbands,1,0,0,0,0,0,0,1,1,1,
answerd,0,0,0,1,0,0,0,0,0,0,
swear—,0,1,0,0,0,0,0,0,1,0,
hoot,0,0,0,0,0,0,1,0,0,0,
it67,1,0,0,0,0,0,0,0,0,0,
conjoin,0,1,0,0,0,0,0,0,0,0,
lawrence’,0,0,0,0,0,1,0,0,0,0,
song,1,0,1,1,1,1,0,0,0,1,
macmillan,0,0,1,0,0,0,0,0,0,0,
heartless,0,0,0,0,0,1,0,0,0,0,
underwent,0,0,0,1,0,0,0,0,0,0,
dowry,1,0,1,0,0,0,0,1,1,0,
adversely,0,0,0,0,0,0,1,0,0,0,
studious,0,0,1,0,0,0,0,0,0,0,
fairestboding,0,1,0,0,0,0,0,0,0,0,
ridicule,1,0,0,0,0,0,0,0,0,0,
saluteth,0,0,0,0,0,1,0,0,0,0,
cream,0,0,0,1,0,0,0,0,0,0,
hood,0,0,0,0,0,1,0,0,0,0,
distinctly,0,0,0,0,0,0,1,0,0,1,
loading,0,0,0,0,0,0,0,0,0,1,
wretched’st,0,1,0,0,0,0,0,0,0,0,
hoof,0,0,0,0,0,0,0,0,1,0,
vacant,1,0,0,0,0,0,0,0,1,0,
redeliver,1,0,0,0,0,0,0,0,0,0,
heavy,1,1,1,1,1,1,1,1,1,1,
petticoats,0,0,0,0,0,0,0,0,0,1,
heart’s,0,1,0,0,0,1,1,0,1,1,
singe,0,0,0,0,0,0,0,1,0,0,
hinds,0,0,0,0,0,1,0,0,0,0,
cinders,0,0,0,0,1,0,0,0,0,1,
pageants,0,0,1,0,1,0,0,0,0,0,
it54,1,0,0,0,0,0,0,0,0,0,
dragons,0,1,0,0,0,0,0,0,0,0,
speculations,0,0,0,0,0,0,0,1,0,0,
sings,1,0,0,1,0,1,0,0,1,1,
burgonet,0,0,0,0,1,0,0,0,0,0,
longest,0,0,1,0,0,0,0,0,0,0,
britain,0,0,0,0,0,0,0,1,0,0,
howl’d,0,0,0,0,0,0,0,1,0,0,
hamblett,1,0,0,0,0,0,0,0,0,0,
plenties,0,0,0,0,0,0,0,0,1,0,
oncebut,1,0,0,0,0,0,0,0,0,0,
summer,0,1,0,1,0,1,1,0,1,1,
speculum,1,0,0,0,0,0,0,0,0,0,
disinherited,0,1,0,0,0,0,0,0,0,0,
robert,0,1,0,0,0,0,0,0,0,0,
abbey,0,0,1,0,0,1,0,0,0,0,
file,1,1,1,1,1,1,1,1,1,1,
thou’lt,0,0,0,0,0,0,0,1,1,0,
denmark43,1,0,0,0,0,0,0,0,0,0,
kneading,0,0,0,0,0,0,0,0,1,0,
knowest,0,1,1,1,0,1,0,1,0,0,
ciphers,0,0,0,0,0,0,0,0,1,0,
fordoes,0,0,0,0,0,0,0,0,0,1,
heave,0,0,1,0,1,0,0,1,1,1,
butts,0,0,0,0,0,0,1,0,0,0,
nourish,0,0,0,1,0,0,1,0,0,0,
together,1,1,1,1,1,1,1,1,1,1,
abbeywall,0,0,1,0,0,0,0,0,0,0,
follies,0,0,1,1,0,0,0,1,0,0,
within,1,1,1,1,1,1,1,1,1,1,
offer’t,0,0,0,0,0,0,0,0,1,0,
gnaws,0,1,0,0,0,0,0,0,0,0,
worshippd,0,0,1,0,0,0,0,0,0,0,
amber,1,0,0,0,0,0,0,0,0,0,
seigniory,0,1,0,0,0,0,0,0,0,0,
say67,1,0,0,0,0,0,0,0,0,0,
corrected,0,0,0,0,0,0,1,0,0,0,
pandar,0,0,0,0,0,0,0,0,1,0,
offer’d,0,0,0,0,0,0,0,1,0,0,
machine,1,0,0,1,0,0,0,0,0,0,
fullmanned,0,0,0,0,1,0,0,0,0,0,
dishearten,0,0,0,0,0,0,0,0,1,0,
stranger’d,0,0,0,0,0,0,0,1,0,0,
hind’red,0,0,0,0,0,0,0,0,1,0,
it79,1,0,0,0,0,0,0,0,0,0,
return,1,1,1,1,1,1,1,1,1,1,
succour,0,0,0,1,0,0,0,0,0,0,
labouring,0,0,0,1,1,0,0,1,0,1,
foes—deliver,0,0,0,0,0,0,1,0,0,0,
barr’st,0,0,0,0,0,0,1,0,0,0,
bishops,0,1,0,1,0,0,0,0,0,0,
waterdrops,0,0,0,0,0,0,0,1,0,0,
liberté,0,0,0,0,0,0,0,0,1,0,
possessd,0,0,1,1,0,0,0,0,0,0,
practically,1,1,1,1,1,1,1,1,1,1,
gnats,0,0,0,0,1,0,0,0,0,0,
seats,1,0,0,0,0,0,1,0,1,0,
intercepted,0,1,0,1,0,0,0,0,0,0,
heath,1,0,1,0,0,0,0,1,0,0,
admonitions,1,0,0,0,0,0,0,0,0,0,
fine,1,0,1,1,1,1,1,1,0,1,
find,1,1,1,1,1,1,1,1,1,1,
host,0,0,1,1,1,0,1,1,1,0,
them—list,0,0,0,0,0,0,0,0,0,1,
indispos’d,0,0,0,0,0,0,0,1,0,0,
wanderd,0,0,1,0,0,0,0,0,0,0,
gutenberg™,1,1,1,1,1,1,1,1,1,1,
horridly,1,0,0,0,0,0,0,0,0,0,
cables,0,0,0,0,0,0,0,0,0,1,
downy,0,0,0,0,1,0,0,0,0,0,
day’s,0,1,0,0,1,1,1,1,1,0,
fils,0,0,0,0,0,0,0,0,1,0,
fluster’d,0,0,0,0,0,0,0,0,0,1,
framed”,0,1,0,0,0,0,0,0,0,0,
hose,0,0,1,1,0,0,0,0,1,0,
gneius,0,0,0,0,1,0,0,0,0,0,
sort,0,1,1,1,0,1,1,0,1,0,
film,1,0,0,0,0,1,0,0,0,0,
breeze,0,0,0,0,1,0,0,0,0,0,
fill,1,1,1,1,1,0,1,0,1,1,
hears,0,1,0,1,1,0,0,1,0,1,
on’t,0,1,0,0,1,1,1,1,0,1,
heart,1,1,1,1,1,1,1,1,1,1,
wanders,0,0,0,0,0,1,0,0,0,0,
tell’st,0,0,0,0,1,0,0,0,0,1,
on’s,0,0,0,0,0,0,1,1,0,0,
trash,0,0,0,0,0,0,0,0,0,1,
maidhood,0,0,0,0,0,0,0,0,0,1,
horn,0,0,0,0,0,0,1,1,1,0,
true,1,1,1,1,1,1,1,1,1,1,
leaning,0,0,0,1,0,0,0,0,0,0,
contumacious,1,0,0,0,0,0,0,0,0,0,
flaws,0,0,0,0,0,0,0,1,0,0,
sore,1,1,0,0,1,1,1,1,1,0,
petty,1,1,1,0,1,0,1,0,1,1,
glow,0,0,0,0,1,0,0,0,0,0,
laughter,0,0,0,1,0,0,1,1,0,1,
since,1,1,1,1,1,1,1,1,1,1,
sennet,0,1,0,0,1,0,1,1,1,0,
sentiment,1,0,0,0,0,0,0,0,0,0,
sheath,0,0,0,1,0,1,0,0,0,0,
soul,1,1,1,1,1,1,1,1,1,1,
dangerous,1,1,1,1,0,1,1,1,1,1,
schoolboy,0,0,1,0,0,0,0,0,0,0,
dowre,0,0,1,0,0,0,0,0,0,0,
troubles,1,1,0,0,0,0,0,0,1,0,
sour,0,1,1,0,0,1,0,0,0,1,
troubler,0,1,0,0,0,0,0,0,0,0,
coined,1,0,0,0,0,0,0,0,0,0,
iii98,1,0,0,0,0,0,0,0,0,0,
excus’d,0,0,0,0,0,1,0,0,1,0,
iii99,1,0,0,0,0,0,0,0,0,0,
fawning,1,0,1,1,0,0,1,0,0,0,
hour,1,1,1,1,1,1,1,1,1,1,
iii90,1,0,0,0,0,0,0,0,0,0,
iii91,1,0,0,0,0,0,0,0,0,0,
troubled,0,1,0,1,1,1,0,0,0,1,
iii92,1,0,0,0,0,0,0,0,0,0,
iii93,1,0,0,0,0,0,0,0,0,0,
iii94,1,0,0,0,0,0,0,0,0,0,
iii95,1,0,0,0,0,0,0,0,0,0,
heard,1,1,1,1,1,1,1,1,1,1,
iii96,1,0,0,0,0,0,0,0,0,0,
prescript,0,0,0,0,1,0,0,0,1,0,
iii97,1,0,0,0,0,0,0,0,0,0,
discontented,0,1,0,0,1,0,1,0,0,1,
falling,0,1,0,1,1,0,1,0,0,1,
persecutions,0,0,0,0,0,0,0,1,0,0,
halloing,0,0,1,0,0,0,0,0,0,0,
fins,0,0,0,0,0,0,1,0,0,0,
catling,0,0,0,0,0,1,0,0,0,0,
sought,0,0,1,1,1,1,1,1,1,0,
mutine127,1,0,0,0,0,0,0,0,0,0,
nurs’d,0,0,0,0,0,1,0,0,0,0,
discredit,0,0,0,0,1,0,0,0,0,0,
heaps,0,1,0,0,0,0,1,0,1,0,
disproportion’d,0,0,0,0,0,0,0,0,0,1,
unsorted,0,0,0,1,0,0,0,0,0,0,
iii87,1,0,0,0,0,0,0,0,0,0,
extraordinary,0,0,0,1,0,0,0,0,0,0,
iii88,1,0,0,0,0,0,0,0,0,0,
iii89,1,0,0,0,0,0,0,0,0,0,
spawn,1,0,0,0,0,0,1,0,0,0,
polled,0,0,0,0,0,0,1,0,0,0,
found—dispatch’d,0,0,0,0,0,0,0,1,0,0,
denmark97,1,0,0,0,0,0,0,0,0,0,
thyself,1,1,1,1,1,1,1,1,0,1,
evident,0,0,0,0,0,0,1,0,0,0,
pulling,0,0,1,0,0,0,0,0,0,0,
online,1,1,1,1,1,1,1,1,1,1,
iii80,1,0,0,0,0,0,0,0,0,0,
prais’d,0,0,0,0,0,1,0,1,0,1,
iii81,1,0,0,0,0,0,0,0,0,0,
writer,1,0,0,1,0,0,0,0,0,0,
iii82,1,0,0,0,0,0,0,0,0,0,
writes,0,0,1,1,0,1,1,1,0,0,
iii83,1,0,0,0,0,0,0,0,0,0,
iii84,1,0,0,0,0,0,0,0,0,0,
iii85,1,0,0,0,0,0,0,0,0,0,
iii86,1,0,0,0,0,0,0,0,0,0,
illused,0,1,0,0,0,0,0,0,0,0,
sowl,0,0,0,0,0,0,1,0,0,0,
unsifted,1,0,0,0,0,0,0,0,0,0,
firm,1,1,1,0,1,0,0,1,1,1,
sliver,1,0,0,1,0,0,0,1,0,0,
perhaps—,0,1,0,0,0,0,0,0,0,0,
firk,0,0,0,0,0,0,0,0,1,0,
gammon,0,0,0,1,0,0,0,0,0,0,
choughs,0,0,0,0,0,0,0,1,0,0,
thou’rt,0,0,0,0,1,0,0,1,0,1,
ignorant,1,0,1,1,1,0,1,1,0,1,
daff’t,0,0,0,0,1,0,0,0,0,0,
fire,1,0,1,1,1,1,1,1,1,1,
fashioned,1,0,0,0,0,0,0,0,0,0,
distinguish,1,1,0,0,0,0,0,1,0,1,
richmond,0,1,0,0,0,0,0,0,0,0,
poloniuss,1,0,0,0,0,0,0,0,0,0,
benefactors,1,0,0,0,0,0,0,0,0,0,
howl,0,0,0,1,0,0,0,1,1,0,
tiger,0,1,0,0,0,0,1,0,1,0,
everett,1,0,0,0,0,0,0,0,0,0,
disastrous,0,0,0,0,0,0,0,0,0,1,
egregiously,0,0,0,0,0,0,0,0,0,1,
seabank,0,0,0,0,0,0,0,0,0,1,
calumnious,1,0,0,0,0,0,0,0,0,0,
infectious,0,0,0,0,1,1,0,0,0,0,
goest,0,0,0,0,1,0,1,1,0,0,
prominent,1,0,0,0,0,0,0,0,0,0,
poppy,0,0,0,0,0,0,0,0,0,1,
jewel,0,0,1,0,1,1,1,1,0,1,
knocked,0,0,1,0,0,0,0,0,0,0,
fist,0,0,0,0,0,0,0,0,1,0,
vomit,0,0,0,0,0,0,0,0,0,1,
horsebackbreaker,0,0,0,1,0,0,0,0,0,0,
adieu,1,1,1,1,1,1,1,1,1,1,
mousetrap,1,0,0,0,0,0,0,0,0,0,
unless,1,1,1,1,1,1,1,1,1,1,
harvestman,0,0,0,0,0,0,1,0,0,0,
unfledgd,1,0,0,0,0,0,0,0,0,0,
ought,1,1,1,1,0,1,1,1,1,0,
them54,1,0,0,0,0,0,0,0,0,0,
soften’d,0,0,0,0,0,1,0,0,0,1,
accordance,1,1,1,1,1,1,1,1,1,1,
polonius1,1,0,0,0,0,0,0,0,0,0,
people,1,1,1,1,1,1,1,1,1,1,
bridebed,1,0,0,0,0,0,0,0,0,0,
“good,0,0,0,0,1,0,1,0,0,1,
simon,0,0,0,0,0,1,0,0,0,0,
abandon,0,0,0,0,0,0,0,0,0,1,
thinkings,0,0,0,0,0,0,0,0,0,1,
fish,1,0,1,1,1,1,1,1,0,0,
suedfor,0,0,0,0,0,0,1,0,0,0,
intolerable,0,0,0,1,0,0,0,0,0,0,
herdsmen,0,0,0,0,0,0,1,0,0,0,
we’d,0,0,0,0,1,0,0,1,0,0,
pelleted,0,0,0,0,1,0,0,0,0,0,
cannon,1,0,0,1,0,0,0,0,1,1,
unwept,0,1,0,0,0,0,0,0,0,0,
afterward,0,1,1,0,0,0,0,0,0,0,
reputation,1,1,1,1,1,1,0,0,1,1,
consign,0,0,0,0,0,0,0,0,1,0,
branchless,0,0,0,0,1,0,0,0,0,0,
resort—,0,0,0,0,0,1,0,0,0,0,
inside,0,0,0,1,0,0,0,0,0,0,
denmarkmadam,1,0,0,0,0,0,0,0,0,0,
genesis,1,0,0,0,0,0,0,0,0,0,
aprons,0,0,0,0,1,0,0,0,0,0,
tavern,0,0,0,1,0,1,0,1,1,0,
thereunto,1,0,0,0,0,0,0,0,0,1,
restrain,0,1,0,1,0,0,1,0,0,0,
crews,0,0,1,0,0,0,0,0,0,0,
five,1,1,1,1,1,1,1,1,1,1,
redeeming,0,0,0,1,0,0,0,0,0,0,
them19,1,0,0,0,0,0,0,0,0,0,
bestow’t,0,0,0,0,0,0,0,0,0,1,
cradle,0,1,0,1,0,0,0,1,0,1,
me—minion,0,0,0,0,0,0,0,0,0,1,
sufferings,1,0,0,0,0,0,0,0,0,0,
fits,1,0,1,1,1,1,0,0,1,1,
fathers’,0,0,0,0,0,0,0,0,1,0,
hunger,0,0,0,0,0,0,1,0,0,1,
peril—trumpeters,0,0,0,0,1,0,0,0,0,0,
immediacy,0,0,0,0,0,0,0,1,0,0,
channels,0,0,0,0,0,0,0,1,0,0,
sluggardized,0,0,1,0,0,0,0,0,0,0,
puling,0,0,1,0,0,1,1,0,0,0,
goes8,1,0,0,0,0,0,0,0,0,0,
conflict,0,0,0,0,0,0,0,1,0,0,
fixd,1,0,0,0,0,0,0,0,0,0,
reasons,0,1,1,1,0,0,1,1,1,1,
traders,0,0,0,1,0,0,0,0,0,0,
oncome,1,0,0,0,0,0,0,0,0,0,
ossa43,1,0,0,0,0,0,0,0,0,0,
begging,0,1,0,0,0,0,1,0,0,0,
girdling,0,0,0,0,0,0,0,0,1,0,
